CASE_NUMBER,council_member,vote
C14-2018-0124,CM_8,YES
C14-2018-0124,CM_9,YES
C14-2018-0124,CM_10,NO
C14-2018-0124,Mayor,YES
C14-2018-0124,CM_1,YES
C14-2018-0124,CM_2,NO
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,YES
C14-2018-0124,CM_7,YES
C14-2018-0124,CM_8,YES
C14-2018-0124,CM_9,NO
C14-2018-0124,CM_10,NO
C14-2018-0124,Mayor,YES
C14-2018-0124,CM_1,NO
C14-2018-0124,CM_2,YES
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,YES
C14-2018-0124,CM_7,YES
C14-2018-0124,CM_8,NO
C14-2018-0124,CM_9,NO
C14-2018-0124,CM_10,YES
C14-2018-0124,Mayor,YES
C14-2018-0124,CM_1,YES
C14-2018-0124,CM_2,YES
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,NO
C14-2018-0124,CM_7,YES
C14-2018-0124,CM_8,YES
C14-2018-0124,CM_9,YES
C14-2018-0124,CM_10,NO
C14-2018-0124,Mayor,NO
C14-2018-0124,CM_1,YES
C14-2018-0124,CM_2,YES
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,NO
C14-2018-0124,CM_7,YES
C14-2018-0124,CM_8,YES
C14-2018-0124,CM_9,YES
C14-2018-0124,CM_10,YES
C14-2018-0124,Mayor,YES
C14-2018-0124,CM_1,YES
C14-2018-0124,CM_2,YES
C14-2018-0124,CM_3,YES
C14-2018-0124,CM_4,YES
C14-2018-0124,CM_5,YES
C14-2018-0124,CM_6,YES
C14-2018-0124,CM_7,YES
C14-2018-0124,CM_8,YES
C14-2018-0124,CM_9,YES
C14-2018-0124,CM_10,NO
C14-2018-0140,Mayor,YES
C14-2018-0140,CM_1,NO
C14-2018-0140,CM_2,YES
C14-2018-0140,CM_3,YES
C14-2018-0140,CM_4,YES
C14-2018-0140,CM_5,YES
C14-2018-0140,CM_6,YES
C14-2018-0140,CM_7,YES
C14-2018-0140,CM_8,YES
C14-2018-0140,CM_9,YES
C14-2018-0140,CM_10,NO
C14-2018-0140,Mayor,YES
C14-2018-0140,CM_1,YES
C14-2018-0140,CM_2,YES
C14-2018-0140,CM_3,YES
C14-2018-0140,CM_4,YES
C14-2018-0140,CM_5,YES
C14-2018-0140,CM_6,NO
C14-2018-0140,CM_7,NO
C14-2018-0140,CM_8,NO
C14-2018-0140,CM_9,YES
C14-2018-0140,CM_10,YES
C14-2018-0141,Mayor,YES
C14-2018-0141,CM_1,YES
C14-2018-0141,CM_2,YES
C14-2018-0141,CM_3,YES
C14-2018-0141,CM_4,NO
C14-2018-0141,CM_5,NO
C14-2018-0141,CM_6,YES
C14-2018-0141,CM_7,YES
C14-2018-0141,CM_8,YES
C14-2018-0141,CM_9,YES
C14-2018-0141,CM_10,YES
C14-2018-0141,Mayor,YES
C14-2018-0141,CM_1,YES
C14-2018-0141,CM_2,YES
C14-2018-0141,CM_3,YES
C14-2018-0141,CM_4,YES
C14-2018-0141,CM_5,YES
C14-2018-0141,CM_6,NO
C14-2018-0141,CM_7,YES
C14-2018-0141,CM_8,YES
C14-2018-0141,CM_9,NO
C14-2018-0141,CM_10,YES
C14-2018-0141,Mayor,YES
C14-2018-0141,CM_1,YES
C14-2018-0141,CM_2,YES
C14-2018-0141,CM_3,YES
C14-2018-0141,CM_4,YES
C14-2018-0141,CM_5,YES
C14-2018-0141,CM_6,YES
C14-2018-0141,CM_7,YES
C14-2018-0141,CM_8,YES
C14-2018-0141,CM_9,NO
C14-2018-0141,CM_10,YES
C14-2018-0141,Mayor,NO
C14-2018-0141,CM_1,YES
C14-2018-0141,CM_2,YES
C14-2018-0141,CM_3,YES
C14-2018-0141,CM_4,YES
C14-2018-0141,CM_5,YES
C14-2018-0141,CM_6,YES
C14-2018-0141,CM_7,YES
C14-2018-0141,CM_8,NO
C14-2018-0141,CM_9,YES
C14-2018-0141,CM_10,YES
C14-2018-0141,Mayor,YES
C14-2018-0141,CM_1,YES
C14-2018-0141,CM_2,YES
C14-2018-0141,CM_3,YES
C14-2018-0141,CM_4,NO
C14-2018-0141,CM_5,YES
C14-2018-0141,CM_6,NO
C14-2018-0141,CM_7,YES
C14-2018-0141,CM_8,YES
C14-2018-0141,CM_9,YES
C14-2018-0141,CM_10,NO
C14-2018-0149,Mayor,YES
C14-2018-0149,CM_1,YES
C14-2018-0149,CM_2,YES
C14-2018-0149,CM_3,YES
C14-2018-0149,CM_4,YES
C14-2018-0149,CM_5,YES
C14-2018-0149,CM_6,YES
C14-2018-0149,CM_7,YES
C14-2018-0149,CM_8,YES
C14-2018-0149,CM_9,YES
C14-2018-0149,CM_10,YES
C14-2018-0150,Mayor,YES
C14-2018-0150,CM_1,NO
C14-2018-0150,CM_2,YES
C14-2018-0150,CM_3,YES
C14-2018-0150,CM_4,YES
C14-2018-0150,CM_5,NO
C14-2018-0150,CM_6,NO
C14-2018-0150,CM_7,YES
C14-2018-0150,CM_8,YES
C14-2018-0150,CM_9,YES
C14-2018-0150,CM_10,YES
C14-2018-0150,Mayor,YES
C14-2018-0150,CM_1,YES
C14-2018-0150,CM_2,NO
C14-2018-0150,CM_3,YES
C14-2018-0150,CM_4,YES
C14-2018-0150,CM_5,YES
C14-2018-0150,CM_6,NO
C14-2018-0150,CM_7,YES
C14-2018-0150,CM_8,NO
C14-2018-0150,CM_9,YES
C14-2018-0150,CM_10,YES
C14H-2018-0013,Mayor,YES
C14H-2018-0013,CM_1,YES
C14H-2018-0013,CM_2,YES
C14H-2018-0013,CM_3,YES
C14H-2018-0013,CM_4,YES
C14H-2018-0013,CM_5,YES
C14H-2018-0013,CM_6,YES
C14H-2018-0013,CM_7,YES
C14H-2018-0013,CM_8,YES
C14H-2018-0013,CM_9,NO
C14H-2018-0013,CM_10,YES
C14H-2018-0013,Mayor,YES
C14H-2018-0013,CM_1,YES
C14H-2018-0013,CM_2,NO
C14H-2018-0013,CM_3,YES
C14H-2018-0013,CM_4,YES
C14H-2018-0013,CM_5,NO
C14H-2018-0013,CM_6,YES
C14H-2018-0013,CM_7,YES
C14H-2018-0013,CM_8,YES
C14H-2018-0013,CM_9,YES
C14H-2018-0013,CM_10,YES
C14H-2018-0013,Mayor,YES
C14H-2018-0013,CM_1,YES
C14H-2018-0013,CM_2,YES
C14H-2018-0013,CM_3,NO
C14H-2018-0013,CM_4,YES
C14H-2018-0013,CM_5,YES
C14H-2018-0013,CM_6,YES
C14H-2018-0013,CM_7,YES
C14H-2018-0013,CM_8,YES
C14H-2018-0013,CM_9,NO
C14H-2018-0013,CM_10,NO
C14H-2018-0084,Mayor,YES
C14H-2018-0084,CM_1,NO
C14H-2018-0084,CM_2,YES
C14H-2018-0084,CM_3,YES
C14H-2018-0084,CM_4,YES
C14H-2018-0084,CM_5,YES
C14H-2018-0084,CM_6,YES
C14H-2018-0084,CM_7,YES
C14H-2018-0084,CM_8,YES
C14H-2018-0084,CM_9,YES
C14H-2018-0084,CM_10,YES
C14H-2018-0084,Mayor,YES
C14H-2018-0084,CM_1,YES
C14H-2018-0084,CM_2,YES
C14H-2018-0084,CM_3,YES
C14H-2018-0084,CM_4,YES
C14H-2018-0084,CM_5,YES
C14H-2018-0084,CM_6,YES
C14H-2018-0084,CM_7,YES
C14H-2018-0084,CM_8,NO
C14H-2018-0084,CM_9,NO
C14H-2018-0084,CM_10,YES
C14-2018-0121,Mayor,YES
C14-2018-0121,CM_1,YES
C14-2018-0121,CM_2,YES
C14-2018-0121,CM_3,YES
C14-2018-0121,CM_4,YES
C14-2018-0121,CM_5,YES
C14-2018-0121,CM_6,YES
C14-2018-0121,CM_7,YES
C14-2018-0121,CM_8,YES
C14-2018-0121,CM_9,YES
C14-2018-0121,CM_10,YES
C14-2019-0007,Mayor,YES
C14-2019-0007,CM_1,YES
C14-2019-0007,CM_2,YES
C14-2019-0007,CM_3,YES
C14-2019-0007,CM_4,YES
C14-2019-0007,CM_5,YES
C14-2019-0007,CM_6,YES
C14-2019-0007,CM_7,YES
C14-2019-0007,CM_8,NO
C14-2019-0007,CM_9,YES
C14-2019-0007,CM_10,YES
C14-2019-0007,Mayor,YES
C14-2019-0007,CM_1,NO
C14-2019-0007,CM_2,NO
C14-2019-0007,CM_3,YES
C14-2019-0007,CM_4,NO
C14-2019-0007,CM_5,YES
C14-2019-0007,CM_6,YES
C14-2019-0007,CM_7,YES
C14-2019-0007,CM_8,YES
C14-2019-0007,CM_9,YES
C14-2019-0007,CM_10,YES
C14-2019-0007,Mayor,YES
C14-2019-0007,CM_1,YES
C14-2019-0007,CM_2,NO
C14-2019-0007,CM_3,NO
C14-2019-0007,CM_4,YES
C14-2019-0007,CM_5,YES
C14-2019-0007,CM_6,YES
C14-2019-0007,CM_7,YES
C14-2019-0007,CM_8,YES
C14-2019-0007,CM_9,YES
C14-2019-0007,CM_10,YES
C14-2019-0007,Mayor,YES
C14-2019-0007,CM_1,YES
C14-2019-0007,CM_2,YES
C14-2019-0007,CM_3,YES
C14-2019-0007,CM_4,YES
C14-2019-0007,CM_5,YES
C14-2019-0007,CM_6,NO
C14-2019-0007,CM_7,YES
C14-2019-0007,CM_8,NO
C14-2019-0007,CM_9,YES
C14-2019-0007,CM_10,YES
C14-2019-0011,Mayor,YES
C14-2019-0011,CM_1,YES
C14-2019-0011,CM_2,YES
C14-2019-0011,CM_3,YES
C14-2019-0011,CM_4,YES
C14-2019-0011,CM_5,YES
C14-2019-0011,CM_6,NO
C14-2019-0011,CM_7,YES
C14-2019-0011,CM_8,NO
C14-2019-0011,CM_9,NO
C14-2019-0011,CM_10,YES
C14-2019-0026,Mayor,YES
C14-2019-0026,CM_1,YES
C14-2019-0026,CM_2,YES
C14-2019-0026,CM_3,YES
C14-2019-0026,CM_4,YES
C14-2019-0026,CM_5,YES
C14-2019-0026,CM_6,YES
C14-2019-0026,CM_7,YES
C14-2019-0026,CM_8,YES
C14-2019-0026,CM_9,NO
C14-2019-0026,CM_10,YES
C14-2019-0027,Mayor,YES
C14-2019-0027,CM_1,NO
C14-2019-0027,CM_2,NO
C14-2019-0027,CM_3,NO
C14-2019-0027,CM_4,YES
C14-2019-0027,CM_5,YES
C14-2019-0027,CM_6,YES
C14-2019-0027,CM_7,YES
C14-2019-0027,CM_8,YES
C14-2019-0027,CM_9,YES
C14-2019-0027,CM_10,YES
C14-2019-0049,Mayor,NO
C14-2019-0049,CM_1,NO
C14-2019-0049,CM_2,YES
C14-2019-0049,CM_3,NO
C14-2019-0049,CM_4,YES
C14-2019-0049,CM_5,YES
C14-2019-0049,CM_6,YES
C14-2019-0049,CM_7,YES
C14-2019-0049,CM_8,YES
C14-2019-0049,CM_9,YES
C14-2019-0049,CM_10,YES
C14-2019-0053,Mayor,YES
C14-2019-0053,CM_1,NO
C14-2019-0053,CM_2,YES
C14-2019-0053,CM_3,YES
C14-2019-0053,CM_4,YES
C14-2019-0053,CM_5,YES
C14-2019-0053,CM_6,YES
C14-2019-0053,CM_7,YES
C14-2019-0053,CM_8,NO
C14-2019-0053,CM_9,YES
C14-2019-0053,CM_10,YES
C14-2019-0053,Mayor,YES
C14-2019-0053,CM_1,NO
C14-2019-0053,CM_2,YES
C14-2019-0053,CM_3,YES
C14-2019-0053,CM_4,YES
C14-2019-0053,CM_5,YES
C14-2019-0053,CM_6,YES
C14-2019-0053,CM_7,YES
C14-2019-0053,CM_8,YES
C14-2019-0053,CM_9,YES
C14-2019-0053,CM_10,YES
C14-2019-0053,Mayor,YES
C14-2019-0053,CM_1,YES
C14-2019-0053,CM_2,YES
C14-2019-0053,CM_3,YES
C14-2019-0053,CM_4,NO
C14-2019-0053,CM_5,YES
C14-2019-0053,CM_6,NO
C14-2019-0053,CM_7,NO
C14-2019-0053,CM_8,YES
C14-2019-0053,CM_9,YES
C14-2019-0053,CM_10,YES
C14-2019-0053,Mayor,YES
C14-2019-0053,CM_1,YES
C14-2019-0053,CM_2,YES
C14-2019-0053,CM_3,YES
C14-2019-0053,CM_4,YES
C14-2019-0053,CM_5,NO
C14-2019-0053,CM_6,NO
C14-2019-0053,CM_7,YES
C14-2019-0053,CM_8,YES
C14-2019-0053,CM_9,YES
C14-2019-0053,CM_10,NO
C14-2019-0053,Mayor,NO
C14-2019-0053,CM_1,YES
C14-2019-0053,CM_2,YES
C14-2019-0053,CM_3,YES
C14-2019-0053,CM_4,YES
C14-2019-0053,CM_5,YES
C14-2019-0053,CM_6,NO
C14-2019-0053,CM_7,YES
C14-2019-0053,CM_8,YES
C14-2019-0053,CM_9,YES
C14-2019-0053,CM_10,YES
C14-2019-0054,Mayor,YES
C14-2019-0054,CM_1,YES
C14-2019-0054,CM_2,YES
C14-2019-0054,CM_3,YES
C14-2019-0054,CM_4,NO
C14-2019-0054,CM_5,NO
C14-2019-0054,CM_6,YES
C14-2019-0054,CM_7,YES
C14-2019-0054,CM_8,YES
C14-2019-0054,CM_9,YES
C14-2019-0054,CM_10,YES
C14-2019-0054,Mayor,YES
C14-2019-0054,CM_1,YES
C14-2019-0054,CM_2,YES
C14-2019-0054,CM_3,YES
C14-2019-0054,CM_4,YES
C14-2019-0054,CM_5,YES
C14-2019-0054,CM_6,NO
C14-2019-0054,CM_7,YES
C14-2019-0054,CM_8,NO
C14-2019-0054,CM_9,YES
C14-2019-0054,CM_10,YES
C14-2019-0054,Mayor,YES
C14-2019-0054,CM_1,YES
C14-2019-0054,CM_2,NO
C14-2019-0054,CM_3,NO
C14-2019-0054,CM_4,YES
C14-2019-0054,CM_5,YES
C14-2019-0054,CM_6,YES
C14-2019-0054,CM_7,YES
C14-2019-0054,CM_8,NO
C14-2019-0054,CM_9,YES
C14-2019-0054,CM_10,YES
C14-2019-0078,Mayor,YES
C14-2019-0078,CM_1,YES
C14-2019-0078,CM_2,YES
C14-2019-0078,CM_3,YES
C14-2019-0078,CM_4,YES
C14-2019-0078,CM_5,NO
C14-2019-0078,CM_6,YES
C14-2019-0078,CM_7,YES
C14-2019-0078,CM_8,NO
C14-2019-0078,CM_9,NO
C14-2019-0078,CM_10,YES
C14-2019-0078,Mayor,YES
C14-2019-0078,CM_1,YES
C14-2019-0078,CM_2,YES
C14-2019-0078,CM_3,NO
C14-2019-0078,CM_4,NO
C14-2019-0078,CM_5,YES
C14-2019-0078,CM_6,YES
C14-2019-0078,CM_7,YES
C14-2019-0078,CM_8,YES
C14-2019-0078,CM_9,YES
C14-2019-0078,CM_10,YES
C14-2019-0078,Mayor,YES
C14-2019-0078,CM_1,YES
C14-2019-0078,CM_2,YES
C14-2019-0078,CM_3,YES
C14-2019-0078,CM_4,YES
C14-2019-0078,CM_5,YES
C14-2019-0078,CM_6,YES
C14-2019-0078,CM_7,YES
C14-2019-0078,CM_8,NO
C14-2019-0078,CM_9,YES
C14-2019-0078,CM_10,YES
C14-2019-0090,Mayor,YES
C14-2019-0090,CM_1,YES
C14-2019-0090,CM_2,YES
C14-2019-0090,CM_3,YES
C14-2019-0090,CM_4,YES
C14-2019-0090,CM_5,YES
C14-2019-0090,CM_6,YES
C14-2019-0090,CM_7,YES
C14-2019-0090,CM_8,YES
C14-2019-0090,CM_9,YES
C14-2019-0090,CM_10,YES
C14-2019-0090,Mayor,YES
C14-2019-0090,CM_1,YES
C14-2019-0090,CM_2,YES
C14-2019-0090,CM_3,YES
C14-2019-0090,CM_4,YES
C14-2019-0090,CM_5,YES
C14-2019-0090,CM_6,YES
C14-2019-0090,CM_7,YES
C14-2019-0090,CM_8,YES
C14-2019-0090,CM_9,YES
C14-2019-0090,CM_10,YES
C14-2019-0090,Mayor,YES
C14-2019-0090,CM_1,YES
C14-2019-0090,CM_2,YES
C14-2019-0090,CM_3,YES
C14-2019-0090,CM_4,YES
C14-2019-0090,CM_5,YES
C14-2019-0090,CM_6,YES
C14-2019-0090,CM_7,YES
C14-2019-0090,CM_8,YES
C14-2019-0090,CM_9,YES
C14-2019-0090,CM_10,YES
C14-2019-0098,Mayor,NO
C14-2019-0098,CM_1,YES
C14-2019-0098,CM_2,YES
C14-2019-0098,CM_3,YES
C14-2019-0098,CM_4,NO
C14-2019-0098,CM_5,YES
C14-2019-0098,CM_6,YES
C14-2019-0098,CM_7,NO
C14-2019-0098,CM_8,YES
C14-2019-0098,CM_9,YES
C14-2019-0098,CM_10,YES
C14-2019-0098,Mayor,YES
C14-2019-0098,CM_1,YES
C14-2019-0098,CM_2,YES
C14-2019-0098,CM_3,YES
C14-2019-0098,CM_4,YES
C14-2019-0098,CM_5,YES
C14-2019-0098,CM_6,YES
C14-2019-0098,CM_7,YES
C14-2019-0098,CM_8,NO
C14-2019-0098,CM_9,YES
C14-2019-0098,CM_10,YES
C14-2019-0098,Mayor,NO
C14-2019-0098,CM_1,YES
C14-2019-0098,CM_2,YES
C14-2019-0098,CM_3,YES
C14-2019-0098,CM_4,YES
C14-2019-0098,CM_5,NO
C14-2019-0098,CM_6,YES
C14-2019-0098,CM_7,YES
C14-2019-0098,CM_8,YES
C14-2019-0098,CM_9,YES
C14-2019-0098,CM_10,YES
C14-2019-0103,Mayor,YES
C14-2019-0103,CM_1,YES
C14-2019-0103,CM_2,YES
C14-2019-0103,CM_3,YES
C14-2019-0103,CM_4,YES
C14-2019-0103,CM_5,YES
C14-2019-0103,CM_6,YES
C14-2019-0103,CM_7,YES
C14-2019-0103,CM_8,YES
C14-2019-0103,CM_9,YES
C14-2019-0103,CM_10,YES
C14-2019-0103,Mayor,YES
C14-2019-0103,CM_1,YES
C14-2019-0103,CM_2,YES
C14-2019-0103,CM_3,YES
C14-2019-0103,CM_4,YES
C14-2019-0103,CM_5,YES
C14-2019-0103,CM_6,YES
C14-2019-0103,CM_7,YES
C14-2019-0103,CM_8,YES
C14-2019-0103,CM_9,YES
C14-2019-0103,CM_10,YES
C14-2019-0103,Mayor,YES
C14-2019-0103,CM_1,YES
C14-2019-0103,CM_2,YES
C14-2019-0103,CM_3,YES
C14-2019-0103,CM_4,YES
C14-2019-0103,CM_5,YES
C14-2019-0103,CM_6,YES
C14-2019-0103,CM_7,YES
C14-2019-0103,CM_8,YES
C14-2019-0103,CM_9,YES
C14-2019-0103,CM_10,YES
C14-2019-0164,Mayor,YES
C14-2019-0164,CM_1,YES
C14-2019-0164,CM_2,YES
C14-2019-0164,CM_3,NO
C14-2019-0164,CM_4,YES
C14-2019-0164,CM_5,YES
C14-2019-0164,CM_6,YES
C14-2019-0164,CM_7,NO
C14-2019-0164,CM_8,YES
C14-2019-0164,CM_9,YES
C14-2019-0164,CM_10,YES
C14-2019-0164,Mayor,NO
C14-2019-0164,CM_1,YES
C14-2019-0164,CM_2,YES
C14-2019-0164,CM_3,YES
C14-2019-0164,CM_4,YES
C14-2019-0164,CM_5,YES
C14-2019-0164,CM_6,NO
C14-2019-0164,CM_7,YES
C14-2019-0164,CM_8,YES
C14-2019-0164,CM_9,YES
C14-2019-0164,CM_10,YES
C14H-2019-0077,Mayor,YES
C14H-2019-0077,CM_1,NO
C14H-2019-0077,CM_2,NO
C14H-2019-0077,CM_3,YES
C14H-2019-0077,CM_4,YES
C14H-2019-0077,CM_5,YES
C14H-2019-0077,CM_6,YES
C14H-2019-0077,CM_7,YES
C14H-2019-0077,CM_8,YES
C14H-2019-0077,CM_9,YES
C14H-2019-0077,CM_10,YES
C14-2020-0022,Mayor,YES
C14-2020-0022,CM_1,YES
C14-2020-0022,CM_2,YES
C14-2020-0022,CM_3,YES
C14-2020-0022,CM_4,YES
C14-2020-0022,CM_5,YES
C14-2020-0022,CM_6,YES
C14-2020-0022,CM_7,YES
C14-2020-0022,CM_8,YES
C14-2020-0022,CM_9,YES
C14-2020-0022,CM_10,YES
C14-2020-0023,Mayor,NO
C14-2020-0023,CM_1,YES
C14-2020-0023,CM_2,YES
C14-2020-0023,CM_3,YES
C14-2020-0023,CM_4,YES
C14-2020-0023,CM_5,YES
C14-2020-0023,CM_6,YES
C14-2020-0023,CM_7,YES
C14-2020-0023,CM_8,YES
C14-2020-0023,CM_9,YES
C14-2020-0023,CM_10,YES
C14-2020-0029,Mayor,YES
C14-2020-0029,CM_1,NO
C14-2020-0029,CM_2,YES
C14-2020-0029,CM_3,YES
C14-2020-0029,CM_4,YES
C14-2020-0029,CM_5,YES
C14-2020-0029,CM_6,YES
C14-2020-0029,CM_7,YES
C14-2020-0029,CM_8,YES
C14-2020-0029,CM_9,YES
C14-2020-0029,CM_10,YES
C14-2020-0030,Mayor,YES
C14-2020-0030,CM_1,YES
C14-2020-0030,CM_2,YES
C14-2020-0030,CM_3,YES
C14-2020-0030,CM_4,YES
C14-2020-0030,CM_5,NO
C14-2020-0030,CM_6,YES
C14-2020-0030,CM_7,YES
C14-2020-0030,CM_8,YES
C14-2020-0030,CM_9,NO
C14-2020-0030,CM_10,NO
C14-2020-0031.SH,Mayor,YES
C14-2020-0031.SH,CM_1,YES
C14-2020-0031.SH,CM_2,YES
C14-2020-0031.SH,CM_3,YES
C14-2020-0031.SH,CM_4,YES
C14-2020-0031.SH,CM_5,YES
C14-2020-0031.SH,CM_6,YES
C14-2020-0031.SH,CM_7,YES
C14-2020-0031.SH,CM_8,YES
C14-2020-0031.SH,CM_9,YES
C14-2020-0031.SH,CM_10,YES
C14-2020-0038,Mayor,YES
C14-2020-0038,CM_1,YES
C14-2020-0038,CM_2,YES
C14-2020-0038,CM_3,YES
C14-2020-0038,CM_4,YES
C14-2020-0038,CM_5,YES
C14-2020-0038,CM_6,YES
C14-2020-0038,CM_7,YES
C14-2020-0038,CM_8,NO
C14-2020-0038,CM_9,YES
C14-2020-0038,CM_10,YES
C14-2020-0039,Mayor,YES
C14-2020-0039,CM_1,YES
C14-2020-0039,CM_2,YES
C14-2020-0039,CM_3,YES
C14-2020-0039,CM_4,YES
C14-2020-0039,CM_5,YES
C14-2020-0039,CM_6,YES
C14-2020-0039,CM_7,YES
C14-2020-0039,CM_8,YES
C14-2020-0039,CM_9,YES
C14-2020-0039,CM_10,NO
C14-2020-0044,Mayor,YES
C14-2020-0044,CM_1,YES
C14-2020-0044,CM_2,YES
C14-2020-0044,CM_3,YES
C14-2020-0044,CM_4,YES
C14-2020-0044,CM_5,YES
C14-2020-0044,CM_6,YES
C14-2020-0044,CM_7,NO
C14-2020-0044,CM_8,YES
C14-2020-0044,CM_9,YES
C14-2020-0044,CM_10,YES
C14-2020-0048,Mayor,YES
C14-2020-0048,CM_1,YES
C14-2020-0048,CM_2,YES
C14-2020-0048,CM_3,YES
C14-2020-0048,CM_4,YES
C14-2020-0048,CM_5,YES
C14-2020-0048,CM_6,YES
C14-2020-0048,CM_7,YES
C14-2020-0048,CM_8,YES
C14-2020-0048,CM_9,YES
C14-2020-0048,CM_10,YES
C14-2020-0067,Mayor,YES
C14-2020-0067,CM_1,YES
C14-2020-0067,CM_2,YES
C14-2020-0067,CM_3,YES
C14-2020-0067,CM_4,YES
C14-2020-0067,CM_5,YES
C14-2020-0067,CM_6,YES
C14-2020-0067,CM_7,NO
C14-2020-0067,CM_8,YES
C14-2020-0067,CM_9,NO
C14-2020-0067,CM_10,YES
C14-2020-0075,Mayor,YES
C14-2020-0075,CM_1,NO
C14-2020-0075,CM_2,YES
C14-2020-0075,CM_3,YES
C14-2020-0075,CM_4,YES
C14-2020-0075,CM_5,YES
C14-2020-0075,CM_6,NO
C14-2020-0075,CM_7,YES
C14-2020-0075,CM_8,YES
C14-2020-0075,CM_9,YES
C14-2020-0075,CM_10,NO
C14-2020-0081,Mayor,YES
C14-2020-0081,CM_1,YES
C14-2020-0081,CM_2,YES
C14-2020-0081,CM_3,YES
C14-2020-0081,CM_4,YES
C14-2020-0081,CM_5,YES
C14-2020-0081,CM_6,YES
C14-2020-0081,CM_7,NO
C14-2020-0081,CM_8,YES
C14-2020-0081,CM_9,YES
C14-2020-0081,CM_10,NO
C14-2020-0089,Mayor,YES
C14-2020-0089,CM_1,YES
C14-2020-0089,CM_2,YES
C14-2020-0089,CM_3,YES
C14-2020-0089,CM_4,YES
C14-2020-0089,CM_5,YES
C14-2020-0089,CM_6,YES
C14-2020-0089,CM_7,YES
C14-2020-0089,CM_8,YES
C14-2020-0089,CM_9,YES
C14-2020-0089,CM_10,YES
C14-2020-0102,Mayor,YES
C14-2020-0102,CM_1,NO
C14-2020-0102,CM_2,YES
C14-2020-0102,CM_3,YES
C14-2020-0102,CM_4,NO
C14-2020-0102,CM_5,YES
C14-2020-0102,CM_6,YES
C14-2020-0102,CM_7,YES
C14-2020-0102,CM_8,NO
C14-2020-0102,CM_9,YES
C14-2020-0102,CM_10,YES
C14-2020-0112,Mayor,YES
C14-2020-0112,CM_1,NO
C14-2020-0112,CM_2,YES
C14-2020-0112,CM_3,YES
C14-2020-0112,CM_4,YES
C14-2020-0112,CM_5,YES
C14-2020-0112,CM_6,YES
C14-2020-0112,CM_7,YES
C14-2020-0112,CM_8,YES
C14-2020-0112,CM_9,YES
C14-2020-0112,CM_10,YES
C14-2020-0121,Mayor,NO
C14-2020-0121,CM_1,YES
C14-2020-0121,CM_2,YES
C14-2020-0121,CM_3,YES
C14-2020-0121,CM_4,YES
C14-2020-0121,CM_5,YES
C14-2020-0121,CM_6,YES
C14-2020-0121,CM_7,NO
C14-2020-0121,CM_8,YES
C14-2020-0121,CM_9,YES
C14-2020-0121,CM_10,YES
C14-2020-0143,Mayor,YES
C14-2020-0143,CM_1,YES
C14-2020-0143,CM_2,YES
C14-2020-0143,CM_3,YES
C14-2020-0143,CM_4,YES
C14-2020-0143,CM_5,YES
C14-2020-0143,CM_6,YES
C14-2020-0143,CM_7,YES
C14-2020-0143,CM_8,YES
C14-2020-0143,CM_9,YES
C14-2020-0143,CM_10,YES
C14-2020-0146,Mayor,YES
C14-2020-0146,CM_1,YES
C14-2020-0146,CM_2,YES
C14-2020-0146,CM_3,NO
C14-2020-0146,CM_4,YES
C14-2020-0146,CM_5,YES
C14-2020-0146,CM_6,YES
C14-2020-0146,CM_7,YES
C14-2020-0146,CM_8,YES
C14-2020-0146,CM_9,YES
C14-2020-0146,CM_10,NO
C14-2020-0147,Mayor,YES
C14-2020-0147,CM_1,YES
C14-2020-0147,CM_2,YES
C14-2020-0147,CM_3,NO
C14-2020-0147,CM_4,NO
C14-2020-0147,CM_5,YES
C14-2020-0147,CM_6,YES
C14-2020-0147,CM_7,YES
C14-2020-0147,CM_8,YES
C14-2020-0147,CM_9,YES
C14-2020-0147,CM_10,NO
C14-2020-0151,Mayor,YES
C14-2020-0151,CM_1,YES
C14-2020-0151,CM_2,YES
C14-2020-0151,CM_3,YES
C14-2020-0151,CM_4,YES
C14-2020-0151,CM_5,YES
C14-2020-0151,CM_6,YES
C14-2020-0151,CM_7,YES
C14-2020-0151,CM_8,YES
C14-2020-0151,CM_9,YES
C14-2020-0151,CM_10,YES
C14-2021-0007,Mayor,YES
C14-2021-0007,CM_1,YES
C14-2021-0007,CM_2,YES
C14-2021-0007,CM_3,YES
C14-2021-0007,CM_4,YES
C14-2021-0007,CM_5,YES
C14-2021-0007,CM_6,YES
C14-2021-0007,CM_7,YES
C14-2021-0007,CM_8,NO
C14-2021-0007,CM_9,YES
C14-2021-0007,CM_10,YES
C14-2021-0008.SH,Mayor,YES
C14-2021-0008.SH,CM_1,YES
C14-2021-0008.SH,CM_2,YES
C14-2021-0008.SH,CM_3,YES
C14-2021-0008.SH,CM_4,YES
C14-2021-0008.SH,CM_5,YES
C14-2021-0008.SH,CM_6,YES
C14-2021-0008.SH,CM_7,YES
C14-2021-0008.SH,CM_8,YES
